time,major,category,num_asleep,year,count
2/17/20 2:00,Finance,Wharton,2,2021,2
2/17/20 2:00,Mechanical Engineering,NULL,1,N/A,1
2/17/20 2:00,Business Analytics,Wharton,1,2020,2
2/17/20 2:00,Political Science,CAS,2,2023,2
2/17/20 2:00,BBB,CAS,4,2020,4
2/17/20 2:00,Misc,N/A,1,2022,1
2/17/20 2:00,Cognitive Science,NULL,1,2021,1
2/17/20 2:00,Computer Science,ENG,1,2020,1
2/17/20 2:00,Undecided,NULL,1,2023,1
2/17/20 2:00,Music,CAS,1,2020,1
2/17/20 2:00,CBE,ENG,1,2023,2
2/17/20 2:00,PPE,CAS,1,2020,1
2/17/20 2:00,Finance,Wharton,1,2020,2
2/17/20 2:00,Business Analytics,Wharton,2,2021,2
2/17/20 2:00,History,CAS,1,2023,1
2/17/20 2:00,Economics,CAS,1,2021,1
2/17/20 2:00,Misc,N/A,3,2023,4
2/17/20 2:00,Computer Science,ENG,1,N/A,1
2/17/20 2:00,Systems Engineering,NULL,2,2023,2
2/17/20 2:00,GSWS,CAS,1,2020,1
2/17/20 2:15,Political Science,CAS,1.0,2020,1
2/17/20 2:15,BBB,CAS,2.0,2023,2
2/17/20 2:15,Finance and Computer Science,NULL,1.0,2021,1
2/17/20 2:15,Nutrition,CAS,1.0,2022,1
2/17/20 2:15,Computer Science,ENG,3.25,2023,4
2/17/20 2:15,PPE,CAS,1.25,2021,2
2/17/20 2:15,Business Analytics,Wharton,2.0,2022,2
2/17/20 2:15,CBE,ENG,1.25,2021,2
2/17/20 2:15,Economics,CAS,1.0,2020,2
2/17/20 2:15,Nursing,NURS,1.25,2021,2
2/17/20 2:15,Communications,CAS,1.0,2023,1
2/17/20 2:15,DMD,ENG,6.25,2021,7
2/17/20 2:15,Cognitive Science,NULL,1.0,2023,1
2/17/20 2:15,CBE,ENG,1.0,2022,2
2/17/20 2:15,Political Science,CAS,1.0,2021,2
2/17/20 2:15,OIDD,Wharton,2.0,2020,2
2/17/20 2:15,BBB,CAS,4.5,2022,6
2/17/20 2:15,Chemistry,CAS,1.0,2023,1
2/17/20 2:15,Misc,N/A,1.0,2020,1
2/17/20 2:15,2022,NULL,1.0,N/A,1
2/17/20 2:15,Economics,CAS,2.0,2023,2
2/17/20 2:15,Computer Science,ENG,11.0,2022,21
2/17/20 2:15,International Studies and Business,NULL,1.0,2023,1
2/17/20 2:15,Statistics,Wharton,3.0,2021,3
2/17/20 2:15,Wharton,NULL,1.0,2022,1
2/17/20 2:15,Nursing,NURS,1.0,2020,1
2/17/20 2:15,Mathematical Economics,CAS,1.0,2021,1
2/17/20 2:15,Finance,Wharton,3.5,2022,7
2/17/20 2:15,SSE,NULL,1.0,2020,1
2/17/20 2:15,Neuroscience,NULL,1.0,2022,1
2/17/20 2:15,BBB,CAS,2.0,2021,2
2/17/20 2:15,Misc,N/A,1.0,2021,1
2/17/20 2:15,Urban Studies,CAS,1.0,2022,1
2/17/20 2:15,Computer Science,ENG,12.25,2021,16
2/17/20 2:15,Political Science,CAS,1.0,2022,1
2/17/20 2:15,Misc,N/A,8.25,N/A,10
2/17/20 2:15,Statistics,Wharton,2.0,2020,2
2/17/20 2:15,Communications,CAS,1.0,2021,1
2/17/20 2:15,English,CAS,1.0,2021,2
2/17/20 2:15,Philosophy,CAS,1.0,2021,1
2/17/20 2:15,Finance,Wharton,2.0,2021,2
2/17/20 2:15,Mechanical Engineering,NULL,1.0,N/A,1
2/17/20 2:15,Business Analytics,Wharton,1.25,2020,2
2/17/20 2:15,Political Science,CAS,2.0,2023,2
2/17/20 2:15,BBB,CAS,4.0,2020,4
2/17/20 2:15,Misc,N/A,1.0,2022,1
2/17/20 2:15,Cognitive Science,NULL,1.0,2021,1
2/17/20 2:15,Computer Science,ENG,1.0,2020,1
2/17/20 2:15,Undecided,NULL,1.0,2023,1
2/17/20 2:15,Music,CAS,1.0,2020,1
2/17/20 2:15,CBE,ENG,1.0,2023,2
2/17/20 2:15,PPE,CAS,1.0,2020,1
2/17/20 2:15,Finance,Wharton,1.0,2020,2
2/17/20 2:15,Business Analytics,Wharton,2.0,2021,2
2/17/20 2:15,History,CAS,1.0,2023,1
2/17/20 2:15,Economics,CAS,1.0,2021,1
2/17/20 2:15,Misc,N/A,3.0,2023,4
2/17/20 2:15,Computer Science,ENG,1.0,N/A,1
2/17/20 2:15,Systems Engineering,NULL,2.0,2023,2
2/17/20 2:15,GSWS,CAS,1.0,2020,1
2/17/20 2:30,Political Science,CAS,1.0,2020,1
2/17/20 2:30,BBB,CAS,2.0,2023,2
2/17/20 2:30,Finance and Computer Science,NULL,1.0,2021,1
2/17/20 2:30,Nutrition,CAS,1.0,2022,1
2/17/20 2:30,Computer Science,ENG,3.5,2023,4
2/17/20 2:30,PPE,CAS,1.5,2021,2
2/17/20 2:30,Business Analytics,Wharton,2.0,2022,2
2/17/20 2:30,CBE,ENG,1.5,2021,2
2/17/20 2:30,Economics,CAS,1.0,2020,2
2/17/20 2:30,Nursing,NURS,1.5,2021,2
2/17/20 2:30,Communications,CAS,1.0,2023,1
2/17/20 2:30,DMD,ENG,6.5,2021,7
2/17/20 2:30,Cognitive Science,NULL,1.0,2023,1
2/17/20 2:30,CBE,ENG,1.0,2022,2
2/17/20 2:30,Political Science,CAS,1.0,2021,2
2/17/20 2:30,OIDD,Wharton,2.0,2020,2
2/17/20 2:30,BBB,CAS,5.0,2022,6
2/17/20 2:30,Chemistry,CAS,1.0,2023,1
2/17/20 2:30,Misc,N/A,1.0,2020,1
2/17/20 2:30,2022,NULL,1.0,N/A,1
2/17/20 2:30,Economics,CAS,2.0,2023,2
2/17/20 2:30,Computer Science,ENG,13.0,2022,21
2/17/20 2:30,International Studies and Business,NULL,1.0,2023,1
2/17/20 2:30,Statistics,Wharton,3.0,2021,3
2/17/20 2:30,Wharton,NULL,1.0,2022,1
2/17/20 2:30,Nursing,NURS,1.0,2020,1
2/17/20 2:30,Mathematical Economics,CAS,1.0,2021,1
2/17/20 2:30,Finance,Wharton,4.0,2022,7
2/17/20 2:30,SSE,NULL,1.0,2020,1
2/17/20 2:30,Neuroscience,NULL,1.0,2022,1
2/17/20 2:30,BBB,CAS,2.0,2021,2
2/17/20 2:30,Misc,N/A,1.0,2021,1
2/17/20 2:30,Urban Studies,CAS,1.0,2022,1
2/17/20 2:30,Computer Science,ENG,12.5,2021,16
2/17/20 2:30,Political Science,CAS,1.0,2022,1
